,,RRC_SETUP_SR,RRC_SETUP_SR,RRC_SETUP_SR,RRC_SETUP_SR,RRC_SETUP_SR,RRC_SETUP_SR,RRC_SETUP_SR,RRC_SETUP_SR,RRC_SETUP_SR,RRC_SETUP_SR
FRAGMENT_DATE,,2021-02-12 00:00:00,2021-02-13 00:00:00,2021-02-14 00:00:00,2021-02-15 00:00:00,2021-02-16 00:00:00,2021-02-17 00:00:00,2021-02-18 00:00:00,2021-02-19 00:00:00,2021-02-20 00:00:00,2021-02-21 00:00:00
ENODEB_NAME,CELL_NAME,,,,,,,,,,
SR34_0G514_Haydar3_AVEA,L0G51435O346213273,96.28,93.63,95.85,95.39,94.56,95.31,96.46,95.5,94.08,95.06
SR34_0H128_ESENLERFSM_ATN,L0H12825O346213472,96.24,97.38,98.09,97.92,97.45,98.66,95.82,97.19,95.8,95.76
SR34_0H128_ESENLERFSM_ATN,L0H12835O346213473,99.02,98.48,98.64,99.23,99.17,98.01,99.41,98.89,97.97,98.81
SR34_0H182_GS_ASLANTEPEOUT1,L0H18215O346213631,99.51,99.64,100.0,99.84,99.76,99.55,99.91,99.68,99.84,99.87
SR34_0H182_GS_ASLANTEPEOUT1,L0H18215O346213671,99.38,99.46,99.4,99.31,99.07,99.65,99.56,99.66,99.83,99.34
SR34_0H182_GS_ASLANTEPEOUT1,L0H18215S346213611,99.81,96.67,99.66,99.9,100.0,99.93,99.94,99.94,99.89,99.43
SR34_0H182_GS_ASLANTEPEOUT1,L0H18225S346213612,99.5,99.72,99.81,99.47,99.77,99.67,99.78,99.58,99.63,99.79
SR34_0H182_GS_ASLANTEPEOUT1,L0H18235O346213613,98.94,99.57,97.84,99.44,99.75,98.64,99.89,99.46,98.65,98.96
SR34_0H182_GS_ASLANTEPEOUT1,L0H18235O346213633,96.55,100.0,99.72,99.32,99.19,99.52,99.34,98.99,98.88,99.22
SR34_0H182_GS_ASLANTEPEOUT1,L0H18235O346213653,99.27,99.42,99.62,99.39,99.39,99.47,99.33,99.28,99.44,99.49
SR34_0H182_GS_ASLANTEPEOUT1,L0H18235O346213673,99.58,99.64,100.0,99.62,99.74,99.44,99.59,99.67,98.62,98.24
SR34_0H182_GS_ASLANTEPEOUT1,L0H18235O346213683,99.45,99.45,98.4,99.59,99.44,99.45,99.43,99.25,98.96,99.81
SR34_0H182_GS_ASLANTEPEOUT1,L0H18245O346213674,98.65,98.15,97.87,100.0,97.94,97.87,100.0,98.13,98.99,99.02
SR34_0H182_GS_ASLANTEPEOUT1,L0H18255O346213675,99.83,100.0,99.61,99.7,99.61,99.93,99.57,99.95,99.69,99.91
SR34_0H256_ESY_YAKAMOZ,L0H25615O346214311,97.83,96.66,96.47,98.13,98.36,97.86,98.25,96.87,94.36,95.91
SR34_0H256_ESY_YAKAMOZ,L0H25615O346214351,98.02,97.64,97.78,98.14,98.31,98.3,98.0,97.48,97.56,97.58
SR34_0H256_ESY_YAKAMOZ,L0H25625O346214372,97.92,97.41,97.84,97.49,97.67,96.33,97.86,97.32,95.64,96.38
SR34_0H256_ESY_YAKAMOZ,L0H25635O346214313,97.96,97.5,97.31,98.6,98.45,98.01,98.51,98.1,97.92,97.53
SR34_0H256_ESY_YAKAMOZ,L0H25635O346214333,97.54,96.77,97.02,98.15,97.98,97.28,97.51,98.32,97.57,96.73
SR34_0H256_ESY_YAKAMOZ,L0H25635O346214353,97.54,96.99,97.4,97.83,98.12,98.13,97.78,96.43,97.1,97.37
SR34_0H256_ESY_YAKAMOZ,L0H25635O346214373,98.35,98.1,98.12,98.44,98.4,98.62,98.59,98.1,97.71,98.27
SR34_0H256_ESY_YAKAMOZ,L0H25645O346214314,98.67,97.99,98.56,98.84,98.54,98.78,98.65,98.42,98.25,98.15
SR34_0H256_ESY_YAKAMOZ,L0H25645O346214354,98.76,98.38,97.83,98.55,98.82,98.79,98.62,97.95,98.23,97.72
SR34_0H256_ESY_YAKAMOZ,L0H25645O346214374,98.6,97.61,98.75,99.52,99.13,99.59,98.84,97.17,96.38,97.11
SR34_0H283_SEYRANTEPEGONUL,L0H28315O346214671,97.34,97.87,99.6,99.46,99.31,99.01,99.52,99.44,93.72,96.77
SR34_0H283_SEYRANTEPEGONUL,L0H28335O346214673,99.12,99.7,99.58,99.16,99.4,99.37,98.93,99.35,99.44,99.65
SR34_0H295_ALIBEYKOYTT,L0H29535O346214813,98.72,98.14,98.57,98.53,98.31,98.84,97.74,98.38,98.37,97.87
SR34_0H295_ALIBEYKOYTT,L0H29535O346214873,98.0,97.96,97.06,98.73,98.85,98.19,98.56,98.22,97.24,97.99
SR34_0H316_MkoyRonesans,L0H31615O346215111,99.5,99.33,98.06,99.52,99.42,99.26,99.38,99.35,99.38,99.31
SR34_0H316_MkoyRonesans,L0H31615O346215171,99.63,99.27,99.53,99.8,99.54,98.94,99.02,99.4,99.05,97.86
SR34_0H316_MkoyRonesans,L0H31625O346215112,99.65,99.24,99.5,99.5,99.54,99.31,98.96,99.7,99.45,99.17
SR34_0H339_BEYLIKDUZU_KOCTAS,L0H33915O346215331,99.92,99.87,99.75,99.89,99.96,99.9,99.87,99.86,99.87,99.87
SR34_0H339_BEYLIKDUZU_KOCTAS,L0H33935O346215313,99.68,99.9,99.93,99.73,99.59,99.75,99.68,99.6,99.79,99.86
SR34_0H340_YbsKoctas,L0H34015O346215411,99.56,99.03,98.22,99.57,99.41,99.47,99.41,99.3,99.7,99.42
SR34_0H498_MkoyShop,L0H49825O346217512,98.28,98.48,98.3,98.33,98.97,98.9,98.74,98.53,98.96,99.37
SR34_0H498_MkoyShop,L0H49825O346217532,99.52,98.49,99.09,99.51,99.69,99.51,99.6,99.32,98.05,98.01
SR34_0H498_MkoyShop,L0H49825O346217572,99.27,98.94,99.3,98.95,99.38,99.26,98.2,99.37,98.87,97.51
SR34_0H498_MkoyShop,L0H49835O346217513,99.4,99.47,99.37,99.59,99.51,99.58,99.35,99.16,99.74,99.23
SR34_0H498_MkoyShop,L0H49835O346217573,99.07,99.24,99.16,99.78,99.07,99.03,98.93,99.75,97.27,98.43
SR34_0H498_MkoyShop,L0H49835O346217583,99.88,100.0,100.0,99.84,99.87,99.46,99.78,99.36,96.97,100.0
SR34_0H498_MkoyShop,L0H49855I346217535,99.8,90.0,100.0,99.31,99.54,99.89,99.33,99.89,93.75,100.0
SR34_A1043_TEPEUSTU,LA104315O345740071,99.68,99.74,99.75,99.59,99.66,99.83,99.59,99.52,99.83,99.39
SR34_A1043_TEPEUSTU,LA104325O345740012,99.62,99.69,99.75,99.44,99.86,99.78,99.72,99.88,99.09,99.72
SR34_A1043_TEPEUSTU,LA104325O345740072,99.39,98.62,98.35,99.51,98.61,99.41,99.25,99.66,99.83,99.77
SR34_A1047_ATASEHIRBRJYOLU_JP,LA104715O345740211,98.92,98.92,98.89,99.12,99.23,98.54,99.05,98.6,99.27,98.72
SR34_A1047_ATASEHIRBRJYOLU_JP,LA104735O345740273,99.24,96.8,98.53,97.57,99.18,98.06,99.35,99.59,98.77,99.6
SR34_A1104_KUCUKSUCADDESI_JP,LA110415O345743111,98.8,99.07,99.01,99.09,99.03,99.0,99.1,98.53,98.7,99.04
SR34_A1107_ATASEHIRTEM,LA110715O345743331,99.84,99.61,99.84,99.81,99.68,99.82,99.86,99.68,99.9,99.9
SR34_A1107_ATASEHIRTEM,LA110725O345743312,99.35,98.85,99.45,99.39,99.17,98.81,99.03,98.73,98.33,99.65
SR34_A1107_ATASEHIRTEM,LA110725O345743332,99.8,99.86,100.0,99.89,99.52,99.66,99.76,99.89,99.95,99.94
SR34_A1107_ATASEHIRTEM,LA110735O345743313,98.96,99.23,99.63,99.4,99.33,99.13,99.17,99.0,99.3,99.44
SR34_A1108_KARTAL_KAVSAK,LA110825O345743412,99.47,99.59,97.32,99.45,99.71,99.69,98.03,99.69,99.64,99.62
SR34_A1108_KARTAL_KAVSAK,LA110825O345743472,99.67,99.3,100.0,99.69,99.78,99.6,99.73,99.6,99.7,97.91
SR34_A1108_KARTAL_KAVSAK,LA110835O345743413,98.48,99.33,99.2,97.84,98.04,99.48,99.22,99.52,99.1,99.47
SR34_A1119_YUKDUDLTAVUKCUYL_JP,LA111915O345744011,99.9,99.82,99.47,99.84,99.86,99.92,99.91,99.89,99.92,99.86
SR34_A1119_YUKDUDLTAVUKCUYL_JP,LA111925O345744072,99.8,99.36,97.14,99.7,99.51,99.24,99.45,99.58,100.0,100.0
SR34_A1131_CAKMAKTEM,LA113115O345744831,99.56,99.59,99.76,99.23,99.47,99.46,99.67,99.56,99.55,99.13
SR34_A1131_CAKMAKTEM,LA113125O345744812,98.53,97.86,98.86,98.45,98.54,98.52,98.24,98.31,98.2,97.97
SR34_A1140_PendikNeoAVM,LA114035O345745333,99.87,99.85,99.95,99.9,99.86,99.83,99.82,99.87,99.92,99.89
SR34_A1151_GOZTEPESSK,LA115125O345745872,99.88,99.86,99.39,99.82,99.77,99.88,99.8,99.75,99.87,99.87
SR34_A1151_GOZTEPESSK,LA115135O345745813,99.71,99.68,99.65,99.73,99.64,99.77,99.45,99.62,99.59,99.64
SR34_A1151_GOZTEPESSK,LA115135O345745873,99.71,99.66,99.21,99.58,99.7,99.53,99.51,99.42,99.65,99.34
SR34_A1161_FENERYOLUGEDIKLI,LA116115O345746311,99.05,99.96,99.91,99.91,99.96,99.93,99.9,99.99,99.97,99.95
SR34_A1161_FENERYOLUGEDIKLI,LA116135O345746313,99.84,99.94,99.81,99.94,99.88,99.83,99.93,99.86,99.96,99.93
SR34_A1190_CAKMAK_J,LA119015O345747511,99.84,99.42,99.72,99.87,99.86,99.84,99.86,99.81,99.75,99.63
SR34_A1190_CAKMAK_J,LA119035O345747533,99.61,99.77,99.76,99.71,99.56,99.6,99.5,99.37,99.71,99.19
SR34_A1196_KILAVUZCAYIRI,LA119625O345747972,97.98,99.03,99.39,99.09,97.58,98.78,98.25,99.13,98.53,98.24
SR34_A1226_UMRANIYEFERAH,LA122625O345749212,99.43,99.83,99.66,99.49,99.5,99.7,99.7,99.82,99.81,99.66
SR34_A1233_BIRLIKSANTRALI,LA123315O345749771,99.57,99.67,99.52,99.87,99.72,99.71,99.21,99.68,99.79,99.58
SR34_A1242_TUZLAYAYLAMAH,LA124245O345750374,99.77,99.62,99.79,99.72,99.52,99.72,99.93,99.81,99.92,99.55
SR34_A1257_CAKMAKHORASAN_JP,LA125715O345751011,99.65,99.65,99.52,99.74,99.29,99.26,99.27,99.17,99.42,99.35
SR34_A1257_CAKMAKHORASAN_JP,LA125715O345751031,99.85,99.82,99.87,99.84,99.79,99.87,99.74,99.85,99.79,99.83
SR34_A1257_CAKMAKHORASAN_JP,LA125715O345751071,98.49,99.26,99.14,99.51,98.68,98.7,98.84,98.21,98.86,99.06
SR34_A1261_TUZLAORGSANAYI2_J,LA126115O345751371,98.62,99.21,99.57,98.77,99.08,98.72,98.73,99.05,99.34,99.61
SR34_A1261_TUZLAORGSANAYI2_J,LA126145O345751314,99.36,99.68,99.6,99.52,99.68,99.63,99.68,99.72,99.71,99.37
SR34_A1282_SABIHAGOKCEN,LA128225O345752712,99.6,97.77,99.1,99.83,99.61,99.7,99.64,99.6,99.36,100.0
SR34_A1283_KAYNARCAE5,LA128325O345752872,99.38,99.46,97.56,99.75,99.38,99.28,99.54,99.71,99.75,99.69
SR34_A1283_KAYNARCAE5,LA128335O345752813,99.76,99.81,99.69,99.67,99.7,99.74,99.75,99.57,99.77,99.81
SR34_A1289_PNDERTUGRULGAZI,LA128915O345753211,99.35,99.31,98.91,99.45,99.15,99.32,99.09,99.46,99.44,99.44
SR34_A1310_SILEBALIBEY_SH_AVEA,LA131015O345754271,99.7,99.76,99.47,99.89,99.91,99.73,99.87,99.65,99.84,99.88
SR34_A1316_UMRANIYE2_JP,LA131615O345754611,99.89,99.62,99.77,99.88,99.87,99.87,99.78,99.89,99.86,99.83
SR34_A1316_UMRANIYE2_JP,LA131625O345754672,99.8,99.51,98.71,99.79,99.74,99.92,99.9,99.76,99.57,99.68
SR34_A1326_ATASEHIRKAVSAK,LA132615O345755211,99.26,99.28,99.04,99.13,98.89,99.04,98.94,99.16,98.01,99.4
SR34_A1326_ATASEHIRKAVSAK,LA132615O345755231,99.4,99.36,98.13,99.28,99.3,99.26,99.17,99.41,99.48,99.37
SR34_A1326_ATASEHIRKAVSAK,LA132625O345755272,99.19,100.0,100.0,99.36,99.65,98.06,100.0,98.47,100.0,98.77
SR34_A1326_ATASEHIRKAVSAK,LA132635O345755233,99.01,98.66,96.47,98.46,98.6,98.29,98.89,98.81,98.62,96.27
SR34_A1326_ATASEHIRKAVSAK,LA132635O345755253,99.59,99.5,99.54,99.52,99.55,99.46,99.65,99.55,99.5,96.12
SR34_A1326_ATASEHIRKAVSAK,LA132635O345755273,99.34,99.23,99.47,99.46,99.07,99.22,98.91,99.39,98.04,99.44
SR34_A1326_ATASEHIRKAVSAK,LA132635O345755283,99.22,97.96,98.54,99.13,98.78,99.3,99.41,99.21,98.55,99.03
SR34_A1332_TuzlaHatboyu,LA133245O345755414,99.64,99.21,98.49,99.54,97.43,99.22,99.23,98.88,99.25,99.07
SR34_A1334_ESENTEPEANKCAD,LA133415O345755511,99.75,99.34,99.6,99.46,99.47,99.64,98.38,99.58,99.44,99.68
SR34_A1334_ESENTEPEANKCAD,LA133425O345755512,99.61,99.81,99.54,99.06,97.91,99.47,99.49,99.73,99.48,99.32
SR34_A1339_KUCUKYLFINDIKLI2,LA133915O345755611,99.81,99.73,99.85,99.81,99.71,99.76,99.83,99.83,99.82,99.82
SR34_A1339_KUCUKYLFINDIKLI2,LA133915O345755631,99.85,99.82,99.72,99.83,99.83,99.86,99.85,99.85,99.88,99.89
SR34_A1339_KUCUKYLFINDIKLI2,LA133915O345755651,99.91,99.87,99.89,99.91,99.86,99.91,99.9,99.88,99.9,99.88
SR34_A1339_KUCUKYLFINDIKLI2,LA133915O345755671,99.76,99.81,99.73,99.67,99.59,99.7,99.79,99.61,99.72,99.78
SR34_A1339_KUCUKYLFINDIKLI2,LA133915O345755681,99.84,99.89,99.88,99.83,99.73,99.86,99.79,99.89,99.77,99.85
SR34_A1339_KUCUKYLFINDIKLI2,LA133925O345755612,99.7,99.76,99.68,99.79,99.76,99.79,99.75,99.77,99.87,99.86
SR34_A1339_KUCUKYLFINDIKLI2,LA133925O345755632,99.87,99.81,99.83,99.86,99.81,99.84,99.88,99.86,99.82,99.87
SR34_A1339_KUCUKYLFINDIKLI2,LA133925O345755672,99.68,99.58,99.66,99.17,98.22,99.38,99.66,99.73,99.65,99.64
SR34_A1339_KUCUKYLFINDIKLI2,LA133925O345755682,99.94,99.95,99.94,99.96,99.96,99.96,99.95,99.94,99.81,99.8
SR34_A1339_KUCUKYLFINDIKLI2,LA133945O345755614,99.63,99.59,99.53,99.64,99.65,99.62,99.53,99.71,99.68,99.64
SR34_A1339_KUCUKYLFINDIKLI2,LA133945O345755634,99.96,99.91,99.96,99.95,99.92,99.94,99.96,99.94,99.95,99.93
SR34_A1339_KUCUKYLFINDIKLI2,LA133945O345755654,99.96,99.96,99.96,99.96,99.94,99.97,99.96,99.96,99.97,99.98
SR34_A1339_KUCUKYLFINDIKLI2,LA133945O345755674,99.8,99.84,99.82,99.78,99.83,99.82,99.82,99.74,99.88,99.76
SR34_A1339_KUCUKYLFINDIKLI2,LA133945O345755684,99.93,99.93,99.92,99.92,99.9,99.93,99.92,99.91,99.91,99.93
SR34_A1352_YENICAMLICA_2,LA135235O345756313,99.1,98.99,99.06,99.26,96.93,99.24,99.07,98.98,98.92,98.81
SR34_A1353_OGRTMNHAYRULLAH,LA135335O345756473,99.98,99.93,99.9,99.98,99.91,99.88,99.96,99.99,99.93,99.96
SR34_A1358_KAYISDAGIKAVSAK2_JP,LA135835O345756633,99.79,99.75,99.91,99.77,99.84,99.8,99.73,99.82,99.9,99.91
SR34_A1359_ICERENKOYATATURKCD,LA135915O345756711,99.8,99.86,99.39,99.7,99.02,99.86,99.79,99.85,99.84,99.8
SR34_A1359_ICERENKOYATATURKCD,LA135915O345756731,99.85,99.88,97.79,99.76,98.94,99.83,99.94,99.82,99.85,99.77
SR34_A1359_ICERENKOYATATURKCD,LA135915O345756771,99.81,99.81,98.12,97.6,98.71,99.7,99.76,99.71,99.88,99.53
SR34_A1359_ICERENKOYATATURKCD,LA135915O345756781,99.79,99.75,99.23,99.05,99.19,99.78,99.77,99.83,99.65,98.8
SR34_A1359_ICERENKOYATATURKCD,LA135925O345756712,99.6,99.58,98.39,99.6,98.53,99.62,99.58,99.69,99.79,99.75
SR34_A1359_ICERENKOYATATURKCD,LA135925O345756732,99.75,99.83,99.29,99.85,99.28,99.82,99.84,99.86,99.67,99.72
SR34_A1359_ICERENKOYATATURKCD,LA135925O345756772,98.67,99.2,98.96,99.44,99.02,99.8,99.87,99.75,99.83,99.3
SR34_A1359_ICERENKOYATATURKCD,LA135925O345756782,99.86,99.89,99.59,99.77,99.31,99.93,99.94,99.93,99.84,99.24
SR34_A1359_ICERENKOYATATURKCD,LA135935O345756713,98.85,99.44,99.14,99.43,98.37,99.57,99.27,99.3,99.62,99.7
SR34_A1359_ICERENKOYATATURKCD,LA135935O345756773,98.21,99.1,84.28,98.64,97.56,98.44,99.58,99.54,99.14,97.5
SR34_A1359_ICERENKOYATATURKCD,LA135935O345756783,99.81,99.89,99.06,99.61,99.45,99.84,99.82,99.81,99.5,98.9
SR34_A1389_KIZILTOPRAKTRAFO,LA138935O345758573,98.61,98.91,98.36,99.3,98.98,98.92,98.93,98.14,98.79,99.15
SR34_A1399_Turgutreis_JP,LA139925O345759012,99.52,99.75,99.72,99.53,99.75,99.33,99.27,99.69,99.58,99.31
SR34_A1399_Turgutreis_JP,LA139925O345759032,99.51,99.77,99.81,99.67,99.88,99.9,99.89,99.85,99.89,99.86
SR34_A1399_Turgutreis_JP,LA139925O345759082,99.5,99.64,99.75,99.59,99.72,99.73,99.74,99.61,99.67,99.7
SR34_A1399_Turgutreis_JP,LA139935O345759083,99.59,99.67,99.78,99.52,99.74,99.6,99.62,99.59,99.69,99.72
SR34_A1422_KANDILLIHIDRELLZ,LA142215O345759811,99.69,98.82,99.39,99.02,99.13,99.19,99.26,99.31,99.6,98.99
SR34_A1435_SAHILPARKI,LA143515O345760531,99.56,99.58,98.5,98.78,99.72,99.2,99.7,99.42,99.43,98.53
SR34_A1435_SAHILPARKI,LA143515O345760571,99.4,98.93,99.41,98.57,97.15,98.05,99.0,98.31,97.98,98.4
SR34_A1435_SAHILPARKI,LA143535O345760573,98.7,99.47,99.02,99.58,99.34,99.22,99.35,99.49,98.68,98.98
SR34_A1452_ATASHR_TEMYANYOL_SH_AVEA,LA145215O345761511,99.43,99.71,99.53,99.36,98.81,99.24,99.32,99.47,99.28,99.49
SR34_A1452_ATASHR_TEMYANYOL_SH_AVEA,LA145235O345761513,99.51,99.55,98.34,99.35,99.03,99.57,98.86,99.45,99.48,97.87
SR34_A1452_ATASHR_TEMYANYOL_SH_AVEA,LA145235O345761533,98.54,99.13,98.33,98.59,99.59,98.21,97.99,98.69,97.89,96.45
SR34_A1458_SamandiraOrtadag,LA145835O345761873,99.88,97.38,99.85,99.93,99.92,99.85,99.89,99.85,99.92,99.78
SR34_A1471_KINALIADATT,LA147125O345762772,100.0,97.5,100.0,100.0,100.0,100.0,100.0,100.0,99.35,99.43
SR34_A1471_KINALIADATT,LA147135O345762713,99.84,99.96,99.95,99.6,99.72,99.7,100.0,99.66,99.91,99.82
SR34_A1471_KINALIADATT,LA147135O345762773,94.1,95.15,96.95,99.05,98.37,99.22,99.0,95.85,95.5,96.88
SR34_A1471_KINALIADATT,LA147135O345762783,99.93,99.92,99.94,99.92,99.95,99.93,99.97,99.94,99.96,99.98
SR34_A1476_UMRANIYEDIVAN,LA147615O345763111,99.6,98.53,95.19,99.77,99.82,99.64,99.05,99.77,97.06,99.21
SR34_A1476_UMRANIYEDIVAN,LA147615O345763171,99.67,99.77,99.61,99.66,99.71,99.79,99.76,97.37,98.47,98.95
SR34_A1476_UMRANIYEDIVAN,LA147625O345763112,98.9,98.65,98.43,98.15,98.74,99.1,98.67,98.09,98.61,98.15
SR34_A1476_UMRANIYEDIVAN,LA147625O345763172,99.24,98.95,99.68,99.34,99.45,99.11,99.23,99.34,98.15,96.97
SR34_A1503_BODRUMICAMIISK,LA150325O345764712,99.57,99.81,99.79,99.8,99.63,99.55,99.43,99.69,99.55,99.7
SR34_A1523_SARIGAZIEMEK,LA152315O345766071,98.74,98.29,92.26,98.79,98.79,98.92,98.78,98.98,98.31,97.44
SR34_A1523_SARIGAZIEMEK,LA152335O345766013,98.9,98.94,98.42,98.67,98.92,98.98,98.86,98.75,98.69,98.42
SR34_A1523_SARIGAZIEMEK,LA152335O345766073,99.14,96.4,99.33,98.99,98.78,99.36,99.32,99.01,99.08,98.99
SR34_A1533_BuyukhanOtel,LA153365O345766516,99.2,99.35,100.0,99.23,99.21,99.48,98.48,98.75,99.72,97.88
SR34_A1546_KARTALTEM,LA154625O345767272,99.59,99.21,99.14,99.03,99.07,99.42,99.13,99.27,99.59,99.47
SR34_A1551_YEDPASANAYI,LA155115O345767571,99.9,99.25,99.1,99.12,98.47,99.74,99.53,99.8,97.96,99.34
SR34_A1551_YEDPASANAYI,LA155125O345767512,98.67,97.65,98.67,98.8,98.6,98.39,98.64,98.98,97.87,98.77
SR34_A1553_PndkGrenPrkOtel,LA155335O345767633,99.44,99.36,99.44,99.01,98.9,98.82,98.59,98.72,99.37,97.87
SR34_A1553_PndkGrenPrkOtel,LA155345O345767674,99.53,99.47,97.26,99.32,98.98,99.47,99.21,99.09,99.35,99.43
SR34_A1567_SULTANBEYLITEM2_J,LA156725O345768312,99.35,98.16,99.08,98.71,99.07,98.49,99.54,99.36,98.9,98.93
SR34_A1567_SULTANBEYLITEM2_J,LA156745O345768334,99.54,99.77,99.5,99.68,99.54,99.46,99.39,99.43,99.75,99.56
SR34_A1567_SULTANBEYLITEM2_J,LA156745O345768374,99.6,99.49,97.47,99.07,99.13,99.17,99.64,99.08,99.38,100.0
SR34_A1570_RESITPASACAD,LA157035O345768573,99.85,99.7,99.92,99.59,98.98,99.56,99.75,99.8,99.4,99.73
SR34_A1573_ALEMDAGCAD,LA157315O345768711,99.47,99.28,99.63,99.56,99.42,99.54,99.44,99.28,99.69,98.3
SR34_A1573_ALEMDAGCAD,LA157315O345768771,99.59,99.87,99.72,99.53,99.51,99.58,99.33,99.66,99.91,99.3
SR34_A1582_CiragnFourSeasn,LA158225O345769212,98.19,97.96,98.95,99.24,98.88,98.55,97.66,98.72,97.18,97.46
SR34_A1582_CiragnFourSeasn,LA158225O345769232,99.35,99.65,99.53,99.09,99.37,99.46,99.21,99.32,99.6,99.47
SR34_A1594_YENISEHIRSOYAK_2,LA159425O345770012,98.15,98.6,98.02,98.81,98.85,98.63,98.72,98.28,97.47,98.01
SR34_A1594_YENISEHIRSOYAK_2,LA159425O345770072,97.37,98.65,99.03,98.38,99.21,98.83,98.49,98.62,99.03,98.1
SR34_A1594_YENISEHIRSOYAK_2,LA159435O345770073,99.4,99.19,99.5,99.06,99.52,99.35,98.82,96.97,98.13,98.9
SR34_A1607_KAYISDAGIMEVLANA,LA160715O345770371,99.71,99.65,99.46,99.3,99.56,99.45,99.56,99.49,99.56,99.7
SR34_B1048_PENDIKTERSANE3,LB104815O345774431,99.09,98.38,99.05,98.79,98.39,98.78,99.0,99.01,98.98,97.33
SR34_B1048_PENDIKTERSANE3,LB104815O345774471,99.37,99.53,99.85,99.09,99.63,99.39,99.46,99.47,99.24,99.6
SR34_B1048_PENDIKTERSANE3,LB104825O345774472,99.58,98.13,99.63,99.61,99.81,99.3,99.5,99.69,99.56,99.68
SR34_B1051_KARTALSPORCAD,LB105125O345774712,99.82,99.74,99.73,99.8,99.81,99.75,99.76,99.86,99.54,99.8
SR34_B1051_KARTALSPORCAD,LB105145O345774714,99.73,99.67,99.55,99.61,99.73,99.69,99.62,99.78,99.73,99.7
SR34_B1064_SureyyapasaHast_SE,LB106425O345775872,99.22,99.11,99.25,94.95,99.08,99.74,99.44,99.45,99.17,99.14
SR34_B1065_MALTEPEORHANGAZI,LB106535O345775973,99.31,99.02,98.99,99.27,99.63,99.14,99.52,99.59,100.0,97.85
SR34_B1067_KARTALTEM2,LB106745O345776034,100.0,100.0,99.33,100.0,100.0,97.78,100.0,99.41,99.32,100.0
SR34_B1098_ASAGIDUDULLUCAMI,LB109825O345777812,99.14,99.02,99.09,98.83,98.7,97.8,98.97,98.59,98.85,98.78
SR34_B1098_ASAGIDUDULLUCAMI,LB109825O345777872,99.27,99.48,99.35,99.11,99.31,98.49,99.03,99.29,99.1,98.83
SR34_B1098_ASAGIDUDULLUCAMI,LB109825O345777882,99.8,99.77,99.81,99.79,99.84,99.8,99.78,99.77,99.78,99.79
SR34_B1098_ASAGIDUDULLUCAMI,LB109835O345777813,99.84,99.77,99.84,99.67,100.0,99.78,99.96,99.83,99.84,99.89
SR34_B1098_ASAGIDUDULLUCAMI,LB109835O345777833,99.88,99.87,99.75,99.84,99.91,99.89,99.89,99.89,99.86,99.88
SR34_B1098_ASAGIDUDULLUCAMI,LB109835O345777873,99.76,99.84,99.03,99.76,99.76,99.88,99.79,99.85,99.84,99.78
SR34_B1098_ASAGIDUDULLUCAMI,LB109835O345777883,99.92,99.89,99.92,99.92,99.94,99.92,99.92,99.93,99.9,99.91
SR34_B1098_ASAGIDUDULLUCAMI,LB109845O345777814,99.65,99.68,99.66,99.65,99.77,99.63,99.7,99.61,99.65,99.57
SR34_B1098_ASAGIDUDULLUCAMI,LB109845O345777834,99.94,99.93,99.9,99.91,99.95,99.93,99.9,99.94,99.95,99.95
SR34_B1098_ASAGIDUDULLUCAMI,LB109845O345777874,99.5,99.51,99.52,99.48,99.54,99.5,99.49,99.52,99.58,99.56
SR34_B1098_ASAGIDUDULLUCAMI,LB109845O345777884,99.89,99.91,99.9,99.9,99.9,99.87,99.88,99.86,99.93,99.91
SR34_B1100_ICERENKYKARPLAZA,LB110015O345778011,99.85,99.67,99.74,99.75,99.87,99.91,99.86,99.89,99.27,99.81
SR34_B1100_ICERENKYKARPLAZA,LB110025O345778012,99.29,99.46,99.4,98.5,98.94,99.45,99.19,99.07,99.1,99.24
SR34_B1100_ICERENKYKARPLAZA,LB110035O345778013,99.72,99.22,99.69,99.43,99.68,99.66,99.34,99.67,99.82,99.06
SR34_B1100_ICERENKYKARPLAZA,LB110035O345778033,99.72,99.81,98.71,98.04,99.59,99.19,98.62,97.56,97.47,96.76
SR34_B1110_SamandiraGiris,LB111015O345778611,99.73,98.35,99.55,99.71,99.72,99.44,99.74,99.57,97.28,99.52
SR34_B1110_SamandiraGiris,LB111025O345778612,99.47,99.18,99.71,99.28,99.46,99.31,99.36,99.21,99.54,99.65
SR34_B1110_SamandiraGiris,LB111035O345778673,99.47,99.6,99.24,99.29,99.63,99.68,99.64,99.23,98.84,99.88
SR34_B1115_TACSPOR,LB111535O345778873,99.75,98.1,99.56,99.47,99.42,99.82,99.94,99.82,99.91,99.76
SR34_B1121_IMESGIRIS,LB112115O345779111,99.7,99.73,99.74,99.7,99.62,99.73,99.71,99.58,99.9,99.73
SR34_B1121_IMESGIRIS,LB112115O345779171,99.76,99.83,100.0,99.79,99.74,99.72,99.73,99.76,99.82,99.78
SR34_B1121_IMESGIRIS,LB112135O345779173,99.73,99.78,99.74,99.46,99.58,99.71,99.69,99.74,99.07,100.0
SR34_B1123_ORDUCAD,LB112325O345779372,99.68,99.27,97.12,97.0,96.95,97.16,96.97,96.51,96.94,97.18
SR34_B1123_ORDUCAD,LB112335O345779373,99.64,99.84,99.13,99.41,97.03,97.73,99.64,99.51,99.69,99.43
