,ENODEB_NAME,CELL_NAME,# of ERAB<%96,# of CSFB<%96,# of RRC<%96,# of E2E<%96,# of ERAB<%98,# of CSFB<%98,# of RRC<%98,# of E2E<%98,DCR_VOLTE_V5R,TOTAL96,TOTAL98,TOTAL
8409,GL34_M9541_MALL_OF_AVM_OUTDOOR,LM954115O347432071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
8410,GL34_M9541_MALL_OF_AVM_OUTDOOR,LM954135O347432073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411,GL34_K7661_INTERCITYISTPARK,LK766125O345876072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412,GL34_K7661_INTERCITYISTPARK,LK766145O345876074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413,GL34_K7661_INTERCITYISTPARK,LK766155O345876085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8414,GL34_M9348_SILE_SAHIL,LM934825O347815072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
8415,GL34_M9348_SILE_SAHIL,LM934815O347815081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8416,GL34_00380_SlvMaxi,L0038025O346390072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8417,GL34_00380_SlvMaxi,L0038035O346390073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418,GL34_M6689_EMAAR_AVM_4,LM668945I345924874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419,GL34_H7325_ALTAYCESME_MERKEZ,LH732515O346681581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8420,GL34_A1028_VeyselKaraniKanuniCad,LA102825O345739672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8421,GL34_0H423_SisliRadisotel,L0H42325O346216872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8422,GL34_0H423_SisliRadisotel,L0H42355I346216875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8423,GL34_M7866_ATASEHIR_WATERGARDEN_3,LM786625I345918072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
8424,GL34_M7862_ATASEHIR_WATERGARDEN_2,LM786215I345917971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8425,GL34_M6607_3K_HUSEYINLI,LM660715O345930481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426,SR34_Y2259_3HAVALIMANI_ENERJI_MERKEZI_MOB,LY225945O348064654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427,GL34_D1312_Nuh_Plaza,LD131245I345809074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428,GL34_Y1612_PENDIK_YENIMAHALLE2_TT,LY161215O347770581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429,GL34_Y1620_UZUNCAYIR_E5_KOPRU,LY162035O347774553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8430,GL34_M9534_KAGITHANE_ULUBATLI_SAN,LM953425O346531472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8431,GL34_M9534_KAGITHANE_ULUBATLI_SAN,LM953415O346531481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8432,GL34_Y1502_VALIDEBAG_ATIFBEY,LY150235O347667073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8433,SR34_Y2135_3HAVALIMANI_VIP_ATC_KULE_SE,LY213515I348018131,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
8434,GL34_B1626_SANCAKTEPE_PANDEMI_MOB,LB162625O346133782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8435,GL22_M9665_ERASTA_AVM,LM966515O228065831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8436,GL34_Y2421_3HAVALIMANI_THY_TEKNIK_TCELL_MOB,LY242115O348110431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8437,SR34_Y2127_3HAVALIMANI_PIER_1_OUT2_SE,LY212745O348016554,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8438,SR34_Y2111_ISTHD_LIB9333_3HAVALIMANI_SITE_33,LY211115I343015951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439,SR34_Y2111_ISTHD_LIB9333_3HAVALIMANI_SITE_33,LY211125I343015952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440,SR34_Y2095_ISTHD_LIB9328_3HAVALIMANI_SITE_28,LY209515I343015331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8441,SR34_Y1909_ISTHM_LIB9323_3HAVALIMANI_SITE_23,LY190925I343014852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8442,SR34_Y2092_ISTHD_LIB9326_3HAVALIMANI_SITE_26,LY209215I343015151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8443,SR34_Y2094_ISTHD_LIB9327_3HAVALIMANI_SITE_27,LY209425I343015232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444,SR34_Y2112_ISTHM_LIB9334_3HAVALIMANI_SITE_34,LY211225I343016032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445,GL34_Y1479_GOP_CIRCIR_TEM,LY147945O347651934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8446,GL34_Y1479_GOP_CIRCIR_TEM,LY147935O347651983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8447,GL34_H7291_KARTAL_ORHANTEPE,LH729135O346678173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448,GL34_H7291_KARTAL_ORHANTEPE,LH729145O346678174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449,GL34_Y1590_FATIH_MELEK_HATUN_TCELL,LY159015O347747281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8450,GL34_Y1937_KARTAL_ISTMARINA_AVM_2,LY193765I347933356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8451,GL34_M9293_SALACAK_SAHIL_IBB,LM929315O347665581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8452,GL34_Y2077_GUZELYALIINONUMAH2_TT,LY207735O348001133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8453,GL34_Y2077_GUZELYALIINONUMAH2_TT,LY207715O348001171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454,GL34_Y2077_GUZELYALIINONUMAH2_TT,LY207725O348001172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8455,SR34_Y1842_ISTHB_LIB9313_3HAVALIMANI_SITE_13,LY184225I343013852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8456,SR34_Y1805_ISTHB_LIB9303_3HAVALIMANI_SITE_3,LY180525I343012852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8457,SR34_Y1810_ISTHB_LIB9306_3HAVALIMANI_SITE_6,LY181025I343013152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8458,SR34_Y1813_ISTHB_LIB9307_3HAVALIMANI_SITE_7,LY181315I343013251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8459,SR34_Y1841_ISTHK_LIB9312_3HAVALIMANI_SITE_12,LY184125I343013752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8460,SR34_Y1807_ISTHB_LIB9304_3HAVALIMANI_SITE_4,LY180715I343012931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8461,GL34_00543_Kuyumcukent2,L0054325I346036572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8462,SR34_Y2121_ISTHK_LIB9343_3HAVALIMANI_SITE_43,LY212125I343017051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8463,SR34_Y2122_ISTHM_LIB9344_3HAVALIMANI_SITE_44,LY212225I343017151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8464,SR34_Y2115_ISTHM_LIB9337_3HAVALIMANI_SITE_37,LY211525I343016352,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8465,SR34_Y2123_ISTHM_LIB9345_3HAVALIMANI_SITE_45,LY212325I343017231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466,GL34_0E790_YesilEGS_Ind,L0E79015I346204771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8467,GL34_0A655_Kuyumcukent1,L0A65565I346107636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8468,GL34_0A655_Kuyumcukent1,L0A65575I346107637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8469,SR34_Y1388_KARTAL_HUZUREVI,LY138825O347604512,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
8470,SR34_Y1388_KARTAL_HUZUREVI,LY138835O347604533,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
8471,SR34_Y1388_KARTAL_HUZUREVI,LY138825O347604582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8472,SR34_H1142_BuyakaResidance,LH114235I345831553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473,SR34_H1142_BuyakaResidance,LH114245I345831554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8474,GL34_K6608_KartalKaryapsan,LK660835O345865873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475,GL34_B1308_KynrcMrSn,LB130815O345787571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8476,GL34_B1308_KynrcMrSn,LB130825O345787572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477,GL34_01076_RahmnlrPetrolis_GPON,L0107615O345705781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478,GL34_H7399_YEDIKULE_ZINDAN,LH739925O346688972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479,GL34_A1522_SultbyliHasanPs,LA152215O345765971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480,GL34_B1352_VeyselKarani,LB135245O345789574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481,GL34_B1352_VeyselKarani,LB135245O345789584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482,GL34_M4061_BHC_NACI_KASIM,LM406125O346322572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8483,GL34_M4061_BHC_NACI_KASIM,LM406135O346322573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8484,SR34_A1107_ATASEHIRTEM,LA110725O345743312,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8485,SR34_A1107_ATASEHIRTEM,LA110715O345743381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8486,SR34_K3374_BATI_ATASEHIR_ARDIC_SK,LK337425O345841812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8487,SR34_00401_StlceKM_I,L0040125I346026612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
8488,SR34_00280_AtakoyMetro_IBB,L0028035O346018113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8489,SR34_00280_AtakoyMetro_IBB,L0028015O346018131,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
8490,SR34_00280_AtakoyMetro_IBB,L0028035O346018133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8491,SR34_00280_AtakoyMetro_IBB,L0028035O346018153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8492,GL34_00118_Mecidiyekoy,L0011815O346007931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8493,GL34_00118_Mecidiyekoy,L0011815O346007951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8494,GL34_00242_ZincirLeventISHANI_JP,L0024225O346015432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
8495,GL34_00242_ZincirLeventISHANI_JP,L0024225O346015472,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0
8496,GL34_0A512_GltpeDere_Sok,L0A51235O346096373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8497,SR34_01302_Yenidogan1,L0130215O345719271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8498,SR34_A1322_SultanbeyliAdil_2,LA132225O345755012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8499,SR34_B1446_SultanbylBiberlik_JP,LB144625O345793512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8500,SR34_B1446_SultanbylBiberlik_JP,LB144655O345793515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8501,SR34_B1446_SultanbylBiberlik_JP,LB144615O345793531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8502,SR39_05128_Pinarhisar_J,L0512825O396402232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8503,SR39_A5141_Vize_J,LA514145O396405784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8504,SR34_M7276_SOGANLIK_COSKUN_GR_SMLLC,LM727615O345905131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8505,SR34_00117_Incirli,L0011725O346007882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8506,GL34_0A351_ZurihOtel,L0A35115O346083671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8507,SR34_A1289_PNDERTUGRULGAZI,LA128915O345753271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8508,SR34_A1289_PNDERTUGRULGAZI,LA128925O345753272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8509,SR34_A1289_PNDERTUGRULGAZI,LA128945O345753284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8510,SR34_A1458_SamandiraOrtadag,LA145825O345761882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8511,SR34_A1458_SamandiraOrtadag,LA145835O345761883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8512,GL34_E6230_EGS_Outdoor,LE623045O006201774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8513,GL34_00965_Atakoy,L0096515O346063981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8514,SR59_A6205_CrlOrnAVM,LA620535O596423133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8515,SR59_A6205_CrlOrnAVM,LA620515O596423171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8516,GL34_00114_IstanbulCad,L0011435O346007583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8517,SR34_M7370_CADDEBOSTAN_SAHIL_SMLLC,LM737015O345905231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8518,GL34_B3636_ESTON5_YEDEK_MOB,LB363635O346964673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8519,SR34_C2827_PENDIK_MARINA,LC282725O345803172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8520,SR34_C2827_PENDIK_MARINA,LC282735O345803183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8521,SR34_K6794_SINANPASA_IS_MERKEZI,LK679425O346266982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8522,GL34_0B711_AYBANT_BENDI_SE,L0B71115O346154331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8523,GL34_0B711_AYBANT_BENDI_SE,L0B71145O346154374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0
8524,GL34_00646_EthicaIncirliOD,L0064625O346043232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8525,GL34_00646_EthicaIncirliOD,L0064635I346043283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8526,GL34_00889_BkrKartaltepe,L0088925O346058582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8527,GL34_00B52_BakrTamas_AVEA,L00B5215O346146181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8528,GL34_K3762_BGCYILDIZTEPE3,LK376225O346236682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8529,GL34_M4093_BAKIRKOYBOZKAYA,LM409315O346325731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8530,GL34_00103_Rami,L0010315O346006581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8531,GL34_00103_Rami,L0010335O346006583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8532,GL34_00859_MenekseSahil,L0085925O346056482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8533,GL34_0B251_SlymSbDrk_UPS,L0B25115O346138271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8534,GL34_0B818_TvfkbyIstklal,L0B81835O346159673,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,16.0,16.0
8535,GL34_0D905_MIMAROBA_2,L0D90525O346183172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8536,GL34_0D941_SlymnSbSS,L0D94115O346183971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8537,GL34_M4073_YALCIN_KORES2,LM407325O346323782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8538,GL34_M4073_YALCIN_KORES2,LM407335O346323783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8539,GL34_M4562_VELIEFENDI_EMLAK,LM456225O346369572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8540,SR34_0A522_GALATA_KULESI_2,L0A52215O346097211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8541,SR34_0A522_GALATA_KULESI_2,L0A52215O346097231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8542,SR34_0A522_GALATA_KULESI_2,L0A52225O346097232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8543,SR34_0A522_GALATA_KULESI_2,L0A52225O346097282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8544,SR34_0A707_BEVLER_METRO_IBB,L0A70735O346111413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8545,SR34_0A707_BEVLER_METRO_IBB,L0A70715O346111431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8546,SR34_0A707_BEVLER_METRO_IBB,L0A70745I346111474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8547,SR34_0A707_BEVLER_METRO_IBB,L0A70735O346111483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8548,SR34_0B275_MALTEPE_EMINTAS,L0B27525O346138912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8549,SR34_K7265_KULTUR_UNV_ATAKOY_KAMPUSU,LK726515O346273831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8550,SR34_K7265_KULTUR_UNV_ATAKOY_KAMPUSU,LK726525O346273882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8551,SR34_0B721_ForumReal,L0B72135I346155073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8552,SR34_M1231_GUNESLI_CAPITAL_TOWER,LM123115O346314011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8553,SR34_01106_KzytgCarr,L0110625O345707812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8554,GL34_01184_DoganciliRL,L0118415O345711471,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8555,GL34_01184_DoganciliRL,L0118425O345711482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8556,SR34_K4556_OzyeginUnvYurtlar,LK455645O345854814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8557,SR34_K4556_OzyeginUnvYurtlar,LK455635O345854883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8558,SR34_00287_YESILYURT,L0028735O346018713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8559,GL34_0C921_BasinkoyYeni,L0C92115O346172871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8560,GL34_K8365_SefakoyRamadaOtel1,LK836545I346288374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8561,GL34_0H379_Adnan_Saygun_4,L0H37915O346216281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8562,GL34_K8481_BALTALIMANI_MEYDAN,LK848135O346291783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8563,GL34_M6299_IKITELLIATVSTUDYO,LM629915O346456981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8564,SR34_M1527_KOCUNIVERSITESI_DIREK_1,LM152725O346315512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8565,SR34_M1527_KOCUNIVERSITESI_DIREK_1,LM152715O346315531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8566,GL34_M4348_YENIKAPI_KULEBOYU,LM434815O346349881,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
8567,GL34_M4541_AYAZAGA_4,LM454115O346367571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8568,SR34_00029_ISTIKLAL_CAD,L0002915O346001881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8569,SR59_M7595_CETINGRUP_SMLLC,LM759515O596472831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8570,GL34_M4250_ALKENT_SPOR_TESISLERI,LM425025O346340572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8571,SR34_B1098_ASAGIDUDULLUCAMI,LB109825O345777812,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0
8572,SR34_B1098_ASAGIDUDULLUCAMI,LB109845O345777814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
8573,SR34_B1098_ASAGIDUDULLUCAMI,LB109825O345777832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8574,GL34_M3996_ARN_TAYAKADIN,LM399635O346316373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0
